"Rank","NameCountry/Region","No. of FTE Students","No. of students per staff","International Students","Female:Male Ratio"
"1001+","Pontifical Catholic University of ValparaísoChileCourses","15,935","24.4","1%","42 : 58"
"1001+","Prince of Songkla UniversityThailandCourses","39,257","15.8","2%","69 : 31"
"1001+","PSG College of TechnologyIndiaCourses","8,325","14.6","0%","38 : 62"
"1001+","Riga Technical UniversityLatviaCourses","10,805","29.8","11%","36 : 64"
"1001+","Universidade do Estado do Rio de Janeiro (UERJ)BrazilCourses","22,879","8.9","0%","57 : 43"
"1001+","Ritsumeikan UniversityJapanCourses","34,413","18.3","6%","35 : 65"
"1001+","Robert Gordon UniversityUnited KingdomCoursesEnquire","9,489","20.4","22%","62 : 38"
"1001+","University of the RyukyusJapanCourses","8,222","10.9","2%","38 : 62"
"1001+","Saga UniversityJapanCourses","6,799","9.6","2%","39 : 61"
"1001+","Saitama UniversityJapanCourses","8,579","14.3","5%","33 : 67"
"1001+","Saitama Medical UniversityJapanCourses","1,909","1.5","0%","49 : 51"
"1001+","Samara National Research University (Samara University)Russian FederationCoursesExplore","9,660","10.6","11%","51 : 49"
"1001+","Universidade do Estado de Santa CatarinaBrazilCourses","12,922","11.9","1%","52 : 48"
"1001+","University of Santiago, Chile (USACH)ChileCourses","22,818","24.3","2%","42 : 58"
"1001+","University of SargodhaPakistanCourses","26,206","34.0","0%","51 : 49"
"1001+","SASTRA UniversityIndiaCourses","12,234","14.5","0%","52 : 48"
"1001+","Sathyabama Institute of Science and TechnologyIndiaCourses","14,381","16.9","1%","49 : 51"
"1001+","University of Sciences and Technology Houari BoumedieneAlgeriaCourses","41,865","22.5","1%","58 : 42"
"1001+","University of Science and Technology of Oran Mohamed-BoudiafAlgeriaCourses","22,049","11.7","2%","52 : 48"
"1001+","Sechenov UniversityRussian FederationCoursesExplore","15,354","8.2","16%","78 : 22"
"1001+","Selçuk UniversityTurkeyCourses","48,591","19.4","4%","41 : 59"
"1001+","Semnan UniversityIranCourses","12,496","15.4","1%","50 : 50"
"1001+","Seoul National University of Science and Technology (SeoulTech)South KoreaCourses","11,912","17.2","4%","34 : 66"
"1001+","University of SfaxTunisiaCourses","32,178","13.5","1%","69 : 31"
"1001+","Shahed UniversityIranCourses","6,350","19.4","0%","55 : 45"
"1001+","Shahid Bahonar University of KermanIranCourses","14,998","23.5","0%","58 : 42"
"1001+","​Shahid Chamran University of AhvazIranCourses","12,309","21.1","2%","61 : 39"
"1001+","Shahrekord UniversityIranCourses","7,378","22.8","0%","59 : 41"
"1001+","Shahrood University of TechnologyIranCourses","8,448","24.6","0%","44 : 56"
"1001+","Shibaura Institute of Technology TokyoJapanCourses","7,886","24.0","16%","20 : 80"
"1001+","Shiga University of Medical ScienceJapanCourses","1,164","3.1","2%","43 : 57"
"1001+","Shimane UniversityJapanCourses","6,086","7.6","2%","36 : 64"
"1001+","Shinshu UniversityJapanCourses","10,812","10.3","3%","32 : 68"
"1001+","Shiraz University of Medical SciencesIranCourses","10,465","10.9","2%","58 : 42"
"1001+","Shizuoka UniversityJapanCourses","9,956","13.6","3%","29 : 71"
"1001+","University of ShizuokaJapanCourses","3,002","11.6","3%","61 : 39"
"1001+","Showa UniversityJapanCourses","3,659","2.1","1%","59 : 41"
"1001+","Siberian Federal UniversityRussian FederationCourses","23,800","16.7","4%","48 : 52"
"1001+","Siksha ‘O’ AnusandhanIndiaCourses","11,703","9.9","0%","47 : 53"
"1001+","University of Silesia in KatowicePolandCourses","24,174","12.8","3%","64 : 36"
"1001+","Silesian University of TechnologyPolandCourses","20,646","12.6","1%","34 : 66"
"1001+","Silpakorn UniversityThailandCourses","24,542","19.8","3%","69 : 31"
"1001+","Simón Bolívar UniversityVenezuelaCourses","10,273","24.9","0%","46 : 54"
"1001+","Slovak University of Technology in BratislavaSlovakiaCourses","13,108","13.3","3%","34 : 66"
"1001+","Sofia UniversityBulgariaCourses","21,988","9.3","6%","65 : 35"
"1001+","Sohag UniversityEgyptCourses","52,056","28.8","0%","58 : 42"
"1001+","University of SonoraMexicoCourses","29,921","20.9","1%","53 : 47"
"1001+","Soongsil UniversitySouth KoreaCourses","15,516","18.3","6%","42 : 58"
"1001+","Sophia UniversityJapanCoursesExplore","13,369","24.2","9%","56 : 44"
"1001+","University of SousseTunisiaCourses","25,335","11.1","1%","67 : 33"
"1001+","University of South AfricaSouth AfricaCourses","193,874","155.2","7%","67 : 33"
"1001+","University of South ChinaChinaCourses","21,401","10.0","0%","55 : 45"
"1001+","Southern Federal UniversityRussian FederationCourses","19,038","9.1","9%","55 : 45"
"1001+","Southern Medical UniversityChinaCourses","19,306","6.6","7%","58 : 42"
"1001+","South Ural State UniversityRussian FederationCourses","28,840","17.1","5%","45 : 55"
"1001+","South Valley UniversityEgyptCourses","47,488","47.9","0%","60 : 40"
"1001+","University of South WalesUnited KingdomCoursesEnquire","15,664","14.8","19%","53 : 47"
"1001+","Southwest Jiaotong UniversityChinaCourses","38,059","15.9","2%","25 : 75"
"1001+","Srinakharinwirot UniversityThailandCourses","22,247","17.4","0%","66 : 34"
"1001+","SRM Institute of Science and TechnologyIndiaCourses","51,031","15.6","2%","22 : 78"
"1001+","Universidade Estadual de MaringáBrazilCourses","22,620","12.5","1%","58 : 42"
"1001+","State University of Ponta GrossaBrazilCourses","11,911","12.5","0%","52 : 48"
"1001+","State University of Santa CruzBrazilCourses","3,954","4.7","0%","54 : 46"
"1001+","St Petersburg Electrotechnical University (LETI)Russian FederationCoursesExplore","8,021","12.5","18%","30 : 70"
"1001+","Süleyman Demirel UniversityTurkeyCourses","46,705","27.5","3%","48 : 52"
"1001+","Sumy State UniversityUkraineCoursesExplore","9,293","10.4","13%","n/a"
"1001+","Suranaree University of TechnologyThailandCourses","15,901","34.1","1%","55 : 45"
"1001+","SWPS University of Social Sciences and HumanitiesPolandCourses","13,561","35.3","9%","74 : 26"
"1001+","Szent István UniversityHungaryCourses","12,796","18.7","11%","49 : 51"
"1001+","University of TalcaChileCourses","10,795","16.1","1%","48 : 52"
"1001+","Tamil Nadu Agricultural UniversityIndiaCourses","6,279","7.6","0%","62 : 38"
"1001+","Tamkang UniversityTaiwanCourses","26,032","24.7","8%","48 : 52"
"1001+","University of TarapacáChileCourses","8,708","25.1","2%","55 : 45"
"1001+","Taras Shevchenko National University of KyivUkraineCourses","23,229","8.8","3%","58 : 42"
"1001+","Technical University of Cluj-NapocaRomaniaCourses","19,745","17.9","1%","36 : 64"
"1001+","Technical University of KošiceSlovakiaCourses","8,767","11.5","9%","29 : 71"
"1001+","Technical University of LiberecCzech RepublicCourses","5,321","9.5","12%","55 : 45"
"1001+","University of Technology, IraqIraqCourses","10,450","6.3","0%","60 : 40"
"1001+","Universiti Teknologi MARAMalaysiaCourses","54,483","17.1","0%","66 : 34"
"1001+","Institut Teknologi Sepuluh NopemberIndonesiaCourses","14,624","10.6","4%","26 : 74"
"1001+","Texas State UniversityUnited StatesCoursesEnquire","31,893","19.1","1%","58 : 42"
"1001+","Thammasat UniversityThailandCourses","33,506","12.1","1%","65 : 35"
"1001+","University of Abou Bekr Belkaïd TlemcenAlgeriaCourses","43,446","24.5","1%","67 : 33"
"1001+","TOBB University of Economics and TechnologyTurkeyCourses","5,836","16.8","1%","47 : 53"
"1001+","Toho UniversityJapanCourses","5,204","13.2","1%","50 : 50"
"1001+","Tokai UniversityJapanCourses","29,848","13.0","2%","26 : 74"
"1001+","Tokat Gaziosmanpaşa UniversityTurkeyCourses","23,679","20.9","2%","46 : 54"
"1001+","Tokushima UniversityJapanCourses","7,553","8.7","3%","35 : 65"
"1001+","Tokyo University of AgricultureJapanCourses","12,221","33.9","2%","41 : 59"
"1001+","Tokyo City UniversityJapanCourses","7,481","14.9","1%","23 : 77"
"1001+","Tokyo Denki UniversityJapanCourses","9,285","25.6","2%","12 : 88"
"1001+","Tokyo University of Marine Science and TechnologyJapanCourses","2,654","10.7","7%","33 : 67"
"1001+","Tomas Bata University in ZlínCzech RepublicCourses","8,546","19.5","10%","58 : 42"
"1001+","Tottori UniversityJapanCourses","6,096","7.5","2%","36 : 64"
"1001+","University of ToyamaJapanCourses","9,133","12.0","3%","40 : 60"
"1001+","Toyo UniversityJapanCourses","32,404","30.5","5%","42 : 58"
"1001+","Toyohashi University of Technology (TUT)JapanCourses","2,135","8.8","7%","9 : 91"
"1001+","Tribhuvan UniversityNepalCourses","418,053","36.0","0%","45 : 55"
"1001+","Tunghai UniversityTaiwanCourses","15,704","26.8","10%","54 : 46"
"1001+","University of Tunis El ManarTunisiaCourses","33,923","10.1","1%","64 : 36"
"1001+","Tzu Chi UniversityTaiwanCoursesExplore","3,492","10.1","5%","60 : 40"
"1001+","Ufa State Aviation Technical UniversityRussian FederationCourses","14,111","5.6","1%","39 : 61"
"1001+","Unisinos UniversityBrazilCourses","21,715","23.7","0%","51 : 49"
"1001+","Ural Federal UniversityRussian FederationCourses","25,000","11.6","11%","50 : 50"
"1001+","Urmia UniversityIranCourses","13,500","28.6","0%","50 : 50"
"1001+","Utsunomiya UniversityJapanCourses","4,872","13.4","4%","36 : 64"
"1001+","University of ValladolidSpainCourses","23,232","12.3","6%","54 : 46"
"1001+","University of ValparaísoChileCourses","16,211","18.5","3%","59 : 41"
"1001+","University of Veterinary and Animal Sciences, LahorePakistanCourses","5,794","28.5","1%","49 : 51"
"1001+","Vietnam National University (Ho Chi Minh City)VietnamCoursesExplore","63,479","21.7","1%","n/a"
"1001+","Vilnius Gediminas Technical UniversityLithuaniaCourses","9,551","14.1","10%","48 : 52"
"1001+","V.N. Karazin Kharkiv National UniversityUkraineCourses","17,109","9.1","25%","48 : 52"
"1001+","Volgograd State Technical UniversityRussian FederationCourses","14,764","15.0","7%","35 : 65"
"1001+","Voronezh State UniversityRussian FederationCourses","15,246","11.0","10%","58 : 42"
"1001+","VSB - Technical University of OstravaCzech RepublicCoursesExplore","13,381","14.7","13%","36 : 64"
"1001+","Warsaw University of TechnologyPolandCourses","29,709","12.9","6%","34 : 66"
"1001+","Wenzhou Medical UniversityChinaCourses","15,971","11.7","5%","61 : 39"
"1001+","University of West BohemiaCzech RepublicCourses","10,540","15.2","5%","54 : 46"
"1001+","Universidade Estadual do Oeste do Paraná (Unioeste)BrazilCourses","11,927","9.1","0%","59 : 41"
"1001+","West University of TimişoaraRomaniaCourses","13,550","18.0","4%","66 : 34"
"1001+","Wrocław University of Science and TechnologyPolandCourses","28,329","14.8","3%","34 : 66"
"1001+","Yamagata UniversityJapanCourses","8,913","8.7","2%","36 : 64"
"1001+","Yamaguchi UniversityJapanCourses","10,580","10.8","5%","37 : 63"
"1001+","University of YamanashiJapanCourses","4,659","6.3","4%","31 : 69"
"1001+","Yanshan UniversityChinaCourses","32,748","15.3","1%","39 : 61"
"1001+","Yarmouk UniversityJordanCourses","35,353","30.4","9%","61 : 39"
"1001+","Yazd UniversityIranCourses","13,745","30.2","1%","58 : 42"
"1001+","Yeditepe UniversityTurkeyCoursesExplore","19,508","37.4","2%","55 : 45"
"1001+","Yıldız Technical UniversityTurkeyCoursesExplore","36,946","33.5","4%","39 : 61"
"1001+","Yokohama National UniversityJapanCourses","9,889","12.5","7%","29 : 71"
"1001+","Yuan Ze UniversityTaiwanCourses","8,356","19.5","8%","42 : 58"
"1001+","Zagazig UniversityEgyptCourses","156,419","24.0","1%","53 : 47"
"1001+","University of ZagrebCroatiaCourses","68,216","18.9","3%","59 : 41"
"1001+","University of ZanjanIranCourses","9,980","25.1","0%","54 : 46"
"1001+","Zhejiang University of TechnologyChinaCourses","31,228","14.7","8%","n/a"
